date,day,suffix,dow_name,dow_num,doy,weekend,woy,fow,low,wom,month,moy_name,fom,lom,gov_quarter,year,cy,fy,leap_year,53_weeks,disp_date,disp_mm_yyyy,disp_mm_dd_yyyy,disp_date_suffix,ppid,pp,ppy,ppn,ppw,ppd,pp_start,pp_end,pay_day,school_open,school_day,school_ab_day
2051-04-01,1,st,Saturday,6,91,1,13,2051-03-27,2051-04-02,1,4,April,2051-04-01,2051-04-30,2,2051,2051,2050,0,0,2051-04-01,04/2051,04/01/2051,20510401,735,51-07,51,7,1,7,2051-03-26,2051-04-08,0,0,0,
2051-04-02,2,nd,Sunday,7,92,1,13,2051-03-27,2051-04-02,1,4,April,2051-04-01,2051-04-30,2,2051,2051,2050,0,0,2051-04-02,04/2051,04/02/2051,20510402,735,51-07,51,7,2,8,2051-03-26,2051-04-08,0,0,0,
2051-04-03,3,rd,Monday,1,93,0,14,2051-04-03,2051-04-09,1,4,April,2051-04-01,2051-04-30,2,2051,2051,2050,0,0,2051-04-03,04/2051,04/03/2051,20510403,735,51-07,51,7,2,9,2051-03-26,2051-04-08,0,0,1,B
2051-04-04,4,th,Tuesday,2,94,0,14,2051-04-03,2051-04-09,1,4,April,2051-04-01,2051-04-30,2,2051,2051,2050,0,0,2051-04-04,04/2051,04/04/2051,20510404,735,51-07,51,7,2,10,2051-03-26,2051-04-08,0,0,1,A
2051-04-05,5,th,Wednesday,3,95,0,14,2051-04-03,2051-04-09,1,4,April,2051-04-01,2051-04-30,2,2051,2051,2050,0,0,2051-04-05,04/2051,04/05/2051,20510405,735,51-07,51,7,2,11,2051-03-26,2051-04-08,0,0,1,B
2051-04-06,6,th,Thursday,4,96,0,14,2051-04-03,2051-04-09,1,4,April,2051-04-01,2051-04-30,2,2051,2051,2050,0,0,2051-04-06,04/2051,04/06/2051,20510406,735,51-07,51,7,2,12,2051-03-26,2051-04-08,0,0,1,A
2051-04-07,7,th,Friday,5,97,0,14,2051-04-03,2051-04-09,1,4,April,2051-04-01,2051-04-30,2,2051,2051,2050,0,0,2051-04-07,04/2051,04/07/2051,20510407,735,51-07,51,7,2,13,2051-03-26,2051-04-08,0,0,1,B
2051-04-08,8,th,Saturday,6,98,1,14,2051-04-03,2051-04-09,2,4,April,2051-04-01,2051-04-30,2,2051,2051,2050,0,0,2051-04-08,04/2051,04/08/2051,20510408,735,51-07,51,7,2,14,2051-03-26,2051-04-08,0,0,0,
2051-04-09,9,th,Sunday,7,99,1,14,2051-04-03,2051-04-09,2,4,April,2051-04-01,2051-04-30,2,2051,2051,2050,0,0,2051-04-09,04/2051,04/09/2051,20510409,736,51-08,51,8,1,1,2051-04-09,2051-04-22,0,0,0,
2051-04-10,10,th,Monday,1,100,0,15,2051-04-10,2051-04-16,2,4,April,2051-04-01,2051-04-30,2,2051,2051,2050,0,0,2051-04-10,04/2051,04/10/2051,20510410,736,51-08,51,8,1,2,2051-04-09,2051-04-22,0,0,1,A
