date,day,suffix,dow_name,dow_num,doy,weekend,woy,fow,low,wom,month,moy_name,fom,lom,gov_quarter,year,cy,fy,leap_year,53_weeks,disp_date,disp_mm_yyyy,disp_mm_dd_yyyy,disp_date_suffix,ppid,pp,ppy,ppn,ppw,ppd,pp_start,pp_end,pay_day,school_open,school_day,school_ab_day
2065-05-01,1,st,Friday,5,121,0,18,2065-04-27,2065-05-03,1,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-01,05/2065,05/01/2065,20650501,1101,65-09,65,9,2,9,2065-04-23,2065-05-06,0,0,1,B
2065-05-02,2,nd,Saturday,6,122,1,18,2065-04-27,2065-05-03,1,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-02,05/2065,05/02/2065,20650502,1101,65-09,65,9,2,10,2065-04-23,2065-05-06,0,0,0,
2065-05-03,3,rd,Sunday,7,123,1,18,2065-04-27,2065-05-03,1,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-03,05/2065,05/03/2065,20650503,1101,65-09,65,9,2,11,2065-04-23,2065-05-06,0,0,0,
2065-05-04,4,th,Monday,1,124,0,19,2065-05-04,2065-05-10,1,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-04,05/2065,05/04/2065,20650504,1101,65-09,65,9,2,12,2065-04-23,2065-05-06,0,0,1,A
2065-05-05,5,th,Tuesday,2,125,0,19,2065-05-04,2065-05-10,1,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-05,05/2065,05/05/2065,20650505,1101,65-09,65,9,2,13,2065-04-23,2065-05-06,0,0,1,B
2065-05-06,6,th,Wednesday,3,126,0,19,2065-05-04,2065-05-10,1,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-06,05/2065,05/06/2065,20650506,1101,65-09,65,9,2,14,2065-04-23,2065-05-06,0,0,1,A
2065-05-07,7,th,Thursday,4,127,0,19,2065-05-04,2065-05-10,1,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-07,05/2065,05/07/2065,20650507,1102,65-10,65,10,1,1,2065-05-07,2065-05-20,0,0,1,B
2065-05-08,8,th,Friday,5,128,0,19,2065-05-04,2065-05-10,2,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-08,05/2065,05/08/2065,20650508,1102,65-10,65,10,1,2,2065-05-07,2065-05-20,0,0,1,A
2065-05-09,9,th,Saturday,6,129,1,19,2065-05-04,2065-05-10,2,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-09,05/2065,05/09/2065,20650509,1102,65-10,65,10,1,3,2065-05-07,2065-05-20,0,0,0,
2065-05-10,10,th,Sunday,7,130,1,19,2065-05-04,2065-05-10,2,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-10,05/2065,05/10/2065,20650510,1102,65-10,65,10,1,4,2065-05-07,2065-05-20,0,0,0,
2065-05-11,11,th,Monday,1,131,0,20,2065-05-11,2065-05-17,2,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-11,05/2065,05/11/2065,20650511,1102,65-10,65,10,1,5,2065-05-07,2065-05-20,0,0,1,B
2065-05-12,12,th,Tuesday,2,132,0,20,2065-05-11,2065-05-17,2,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-12,05/2065,05/12/2065,20650512,1102,65-10,65,10,1,6,2065-05-07,2065-05-20,0,0,1,A
2065-05-13,13,th,Wednesday,3,133,0,20,2065-05-11,2065-05-17,2,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-13,05/2065,05/13/2065,20650513,1102,65-10,65,10,1,7,2065-05-07,2065-05-20,0,0,1,B
2065-05-14,14,th,Thursday,4,134,0,20,2065-05-11,2065-05-17,2,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-14,05/2065,05/14/2065,20650514,1102,65-10,65,10,2,8,2065-05-07,2065-05-20,0,0,1,A
2065-05-15,15,th,Friday,5,135,0,20,2065-05-11,2065-05-17,3,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-15,05/2065,05/15/2065,20650515,1102,65-10,65,10,2,9,2065-05-07,2065-05-20,0,0,1,B
2065-05-16,16,th,Saturday,6,136,1,20,2065-05-11,2065-05-17,3,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-16,05/2065,05/16/2065,20650516,1102,65-10,65,10,2,10,2065-05-07,2065-05-20,0,0,0,
2065-05-17,17,th,Sunday,7,137,1,20,2065-05-11,2065-05-17,3,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-17,05/2065,05/17/2065,20650517,1102,65-10,65,10,2,11,2065-05-07,2065-05-20,0,0,0,
2065-05-18,18,th,Monday,1,138,0,21,2065-05-18,2065-05-24,3,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-18,05/2065,05/18/2065,20650518,1102,65-10,65,10,2,12,2065-05-07,2065-05-20,0,0,1,A
2065-05-19,19,th,Tuesday,2,139,0,21,2065-05-18,2065-05-24,3,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-19,05/2065,05/19/2065,20650519,1102,65-10,65,10,2,13,2065-05-07,2065-05-20,0,0,1,B
2065-05-20,20,th,Wednesday,3,140,0,21,2065-05-18,2065-05-24,3,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-20,05/2065,05/20/2065,20650520,1102,65-10,65,10,2,14,2065-05-07,2065-05-20,0,0,1,A
2065-05-21,21,st,Thursday,4,141,0,21,2065-05-18,2065-05-24,3,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-21,05/2065,05/21/2065,20650521,1103,65-11,65,11,1,1,2065-05-21,2065-06-03,0,0,1,B
2065-05-22,22,nd,Friday,5,142,0,21,2065-05-18,2065-05-24,4,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-22,05/2065,05/22/2065,20650522,1103,65-11,65,11,1,2,2065-05-21,2065-06-03,0,0,1,A
2065-05-23,23,rd,Saturday,6,143,1,21,2065-05-18,2065-05-24,4,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-23,05/2065,05/23/2065,20650523,1103,65-11,65,11,1,3,2065-05-21,2065-06-03,0,0,0,
2065-05-24,24,th,Sunday,7,144,1,21,2065-05-18,2065-05-24,4,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-24,05/2065,05/24/2065,20650524,1103,65-11,65,11,1,4,2065-05-21,2065-06-03,0,0,0,
2065-05-25,25,th,Monday,1,145,0,22,2065-05-25,2065-05-31,4,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-25,05/2065,05/25/2065,20650525,1103,65-11,65,11,1,5,2065-05-21,2065-06-03,0,0,1,B
2065-05-26,26,th,Tuesday,2,146,0,22,2065-05-25,2065-05-31,4,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-26,05/2065,05/26/2065,20650526,1103,65-11,65,11,1,6,2065-05-21,2065-06-03,0,0,1,A
2065-05-27,27,th,Wednesday,3,147,0,22,2065-05-25,2065-05-31,4,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-27,05/2065,05/27/2065,20650527,1103,65-11,65,11,1,7,2065-05-21,2065-06-03,0,0,1,B
2065-05-28,28,th,Thursday,4,148,0,22,2065-05-25,2065-05-31,4,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-28,05/2065,05/28/2065,20650528,1103,65-11,65,11,2,8,2065-05-21,2065-06-03,0,0,1,A
2065-05-29,29,th,Friday,5,149,0,22,2065-05-25,2065-05-31,5,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-29,05/2065,05/29/2065,20650529,1103,65-11,65,11,2,9,2065-05-21,2065-06-03,0,0,1,B
2065-05-30,30,th,Saturday,6,150,1,22,2065-05-25,2065-05-31,5,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-30,05/2065,05/30/2065,20650530,1103,65-11,65,11,2,10,2065-05-21,2065-06-03,0,0,0,
2065-05-31,31,st,Sunday,7,151,1,22,2065-05-25,2065-05-31,5,5,May,2065-05-01,2065-05-31,2,2065,2065,2064,0,0,2065-05-31,05/2065,05/31/2065,20650531,1103,65-11,65,11,2,11,2065-05-21,2065-06-03,0,0,0,
