date,day,suffix,dow_name,dow_num,doy,weekend,woy,fow,low,wom,month,moy_name,fom,lom,gov_quarter,year,cy,fy,leap_year,53_weeks,disp_date,disp_mm_yyyy,disp_mm_dd_yyyy,disp_date_suffix,ppid,pp,ppy,ppn,ppw,ppd,pp_start,pp_end,pay_day,school_open,school_day,school_ab_day
2056-01-01,1,st,Saturday,6,1,1,52,2055-12-27,2056-01-02,1,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-01,01/2056,01/01/2056,20560101,859,56-01,56,1,1,1,2056-01-01,2056-01-14,0,0,0,
2056-01-02,2,nd,Sunday,7,2,1,52,2055-12-27,2056-01-02,1,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-02,01/2056,01/02/2056,20560102,859,56-01,56,1,1,2,2056-01-01,2056-01-14,0,0,0,
2056-01-03,3,rd,Monday,1,3,0,1,2056-01-03,2056-01-09,1,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-03,01/2056,01/03/2056,20560103,859,56-01,56,1,1,3,2056-01-01,2056-01-14,0,0,1,B
2056-01-04,4,th,Tuesday,2,4,0,1,2056-01-03,2056-01-09,1,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-04,01/2056,01/04/2056,20560104,859,56-01,56,1,1,4,2056-01-01,2056-01-14,0,0,1,A
2056-01-05,5,th,Wednesday,3,5,0,1,2056-01-03,2056-01-09,1,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-05,01/2056,01/05/2056,20560105,859,56-01,56,1,1,5,2056-01-01,2056-01-14,0,0,1,B
2056-01-06,6,th,Thursday,4,6,0,1,2056-01-03,2056-01-09,1,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-06,01/2056,01/06/2056,20560106,859,56-01,56,1,1,6,2056-01-01,2056-01-14,0,0,1,A
2056-01-07,7,th,Friday,5,7,0,1,2056-01-03,2056-01-09,1,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-07,01/2056,01/07/2056,20560107,859,56-01,56,1,1,7,2056-01-01,2056-01-14,0,0,1,B
2056-01-08,8,th,Saturday,6,8,1,1,2056-01-03,2056-01-09,2,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-08,01/2056,01/08/2056,20560108,859,56-01,56,1,2,8,2056-01-01,2056-01-14,0,0,0,
2056-01-09,9,th,Sunday,7,9,1,1,2056-01-03,2056-01-09,2,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-09,01/2056,01/09/2056,20560109,859,56-01,56,1,2,9,2056-01-01,2056-01-14,0,0,0,
2056-01-10,10,th,Monday,1,10,0,2,2056-01-10,2056-01-16,2,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-10,01/2056,01/10/2056,20560110,859,56-01,56,1,2,10,2056-01-01,2056-01-14,0,0,1,A
2056-01-11,11,th,Tuesday,2,11,0,2,2056-01-10,2056-01-16,2,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-11,01/2056,01/11/2056,20560111,859,56-01,56,1,2,11,2056-01-01,2056-01-14,0,0,1,B
2056-01-12,12,th,Wednesday,3,12,0,2,2056-01-10,2056-01-16,2,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-12,01/2056,01/12/2056,20560112,859,56-01,56,1,2,12,2056-01-01,2056-01-14,0,0,1,A
2056-01-13,13,th,Thursday,4,13,0,2,2056-01-10,2056-01-16,2,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-13,01/2056,01/13/2056,20560113,859,56-01,56,1,2,13,2056-01-01,2056-01-14,0,0,1,B
2056-01-14,14,th,Friday,5,14,0,2,2056-01-10,2056-01-16,2,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-14,01/2056,01/14/2056,20560114,859,56-01,56,1,2,14,2056-01-01,2056-01-14,0,0,1,A
2056-01-15,15,th,Saturday,6,15,1,2,2056-01-10,2056-01-16,3,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-15,01/2056,01/15/2056,20560115,860,56-02,56,2,1,1,2056-01-15,2056-01-28,0,0,0,
2056-01-16,16,th,Sunday,7,16,1,2,2056-01-10,2056-01-16,3,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-16,01/2056,01/16/2056,20560116,860,56-02,56,2,1,2,2056-01-15,2056-01-28,0,0,0,
2056-01-17,17,th,Monday,1,17,0,3,2056-01-17,2056-01-23,3,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-17,01/2056,01/17/2056,20560117,860,56-02,56,2,1,3,2056-01-15,2056-01-28,0,0,1,B
2056-01-18,18,th,Tuesday,2,18,0,3,2056-01-17,2056-01-23,3,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-18,01/2056,01/18/2056,20560118,860,56-02,56,2,1,4,2056-01-15,2056-01-28,0,0,1,A
2056-01-19,19,th,Wednesday,3,19,0,3,2056-01-17,2056-01-23,3,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-19,01/2056,01/19/2056,20560119,860,56-02,56,2,1,5,2056-01-15,2056-01-28,0,0,1,B
2056-01-20,20,th,Thursday,4,20,0,3,2056-01-17,2056-01-23,3,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-20,01/2056,01/20/2056,20560120,860,56-02,56,2,1,6,2056-01-15,2056-01-28,0,0,1,A
2056-01-21,21,st,Friday,5,21,0,3,2056-01-17,2056-01-23,3,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-21,01/2056,01/21/2056,20560121,860,56-02,56,2,1,7,2056-01-15,2056-01-28,0,0,1,B
2056-01-22,22,nd,Saturday,6,22,1,3,2056-01-17,2056-01-23,4,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-22,01/2056,01/22/2056,20560122,860,56-02,56,2,2,8,2056-01-15,2056-01-28,0,0,0,
2056-01-23,23,rd,Sunday,7,23,1,3,2056-01-17,2056-01-23,4,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-23,01/2056,01/23/2056,20560123,860,56-02,56,2,2,9,2056-01-15,2056-01-28,0,0,0,
2056-01-24,24,th,Monday,1,24,0,4,2056-01-24,2056-01-30,4,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-24,01/2056,01/24/2056,20560124,860,56-02,56,2,2,10,2056-01-15,2056-01-28,0,0,1,A
2056-01-25,25,th,Tuesday,2,25,0,4,2056-01-24,2056-01-30,4,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-25,01/2056,01/25/2056,20560125,860,56-02,56,2,2,11,2056-01-15,2056-01-28,0,0,1,B
2056-01-26,26,th,Wednesday,3,26,0,4,2056-01-24,2056-01-30,4,1,January,2056-01-01,2056-01-31,1,2056,2056,2055,1,0,2056-01-26,01/2056,01/26/2056,20560126,860,56-02,56,2,2,12,2056-01-15,2056-01-28,0,0,1,A
