date,day,suffix,dow_name,dow_num,doy,weekend,woy,fow,low,wom,month,moy_name,fom,lom,gov_quarter,year,cy,fy,leap_year,53_weeks,disp_date,disp_mm_yyyy,disp_mm_dd_yyyy,disp_date_suffix,ppid,pp,ppy,ppn,ppw,ppd,pp_start,pp_end,pay_day,school_open,school_day,school_ab_day
2048-04-01,1,st,Wednesday,3,92,0,14,2048-03-30,2048-04-05,1,4,April,2048-04-01,2048-04-30,2,2048,2048,2047,1,0,2048-04-01,04/2048,04/01/2048,20480401,657,48-07,48,7,2,8,2048-03-25,2048-04-07,0,0,1,A
2048-04-02,2,nd,Thursday,4,93,0,14,2048-03-30,2048-04-05,1,4,April,2048-04-01,2048-04-30,2,2048,2048,2047,1,0,2048-04-02,04/2048,04/02/2048,20480402,657,48-07,48,7,2,9,2048-03-25,2048-04-07,0,0,1,B
2048-04-03,3,rd,Friday,5,94,0,14,2048-03-30,2048-04-05,1,4,April,2048-04-01,2048-04-30,2,2048,2048,2047,1,0,2048-04-03,04/2048,04/03/2048,20480403,657,48-07,48,7,2,10,2048-03-25,2048-04-07,0,0,1,A
2048-04-04,4,th,Saturday,6,95,1,14,2048-03-30,2048-04-05,1,4,April,2048-04-01,2048-04-30,2,2048,2048,2047,1,0,2048-04-04,04/2048,04/04/2048,20480404,657,48-07,48,7,2,11,2048-03-25,2048-04-07,0,0,0,
2048-04-05,5,th,Sunday,7,96,1,14,2048-03-30,2048-04-05,1,4,April,2048-04-01,2048-04-30,2,2048,2048,2047,1,0,2048-04-05,04/2048,04/05/2048,20480405,657,48-07,48,7,2,12,2048-03-25,2048-04-07,0,0,0,
2048-04-06,6,th,Monday,1,97,0,15,2048-04-06,2048-04-12,1,4,April,2048-04-01,2048-04-30,2,2048,2048,2047,1,0,2048-04-06,04/2048,04/06/2048,20480406,657,48-07,48,7,2,13,2048-03-25,2048-04-07,0,0,1,B
2048-04-07,7,th,Tuesday,2,98,0,15,2048-04-06,2048-04-12,1,4,April,2048-04-01,2048-04-30,2,2048,2048,2047,1,0,2048-04-07,04/2048,04/07/2048,20480407,657,48-07,48,7,2,14,2048-03-25,2048-04-07,0,0,1,A
2048-04-08,8,th,Wednesday,3,99,0,15,2048-04-06,2048-04-12,2,4,April,2048-04-01,2048-04-30,2,2048,2048,2047,1,0,2048-04-08,04/2048,04/08/2048,20480408,658,48-08,48,8,1,1,2048-04-08,2048-04-21,0,0,1,B
2048-04-09,9,th,Thursday,4,100,0,15,2048-04-06,2048-04-12,2,4,April,2048-04-01,2048-04-30,2,2048,2048,2047,1,0,2048-04-09,04/2048,04/09/2048,20480409,658,48-08,48,8,1,2,2048-04-08,2048-04-21,0,0,1,A
2048-04-10,10,th,Friday,5,101,0,15,2048-04-06,2048-04-12,2,4,April,2048-04-01,2048-04-30,2,2048,2048,2047,1,0,2048-04-10,04/2048,04/10/2048,20480410,658,48-08,48,8,1,3,2048-04-08,2048-04-21,0,0,1,B
