date,day,suffix,dow_name,dow_num,doy,weekend,woy,fow,low,wom,month,moy_name,fom,lom,gov_quarter,year,cy,fy,leap_year,53_weeks,disp_date,disp_mm_yyyy,disp_mm_dd_yyyy,disp_date_suffix,ppid,pp,ppy,ppn,ppw,ppd,pp_start,pp_end,pay_day,school_open,school_day,school_ab_day
2058-06-01,1,st,Saturday,6,152,1,22,2058-05-27,2058-06-02,1,6,June,2058-06-01,2058-06-30,2,2058,2058,2057,0,0,2058-06-01,06/2058,06/01/2058,20580601,921,58-11,58,11,2,12,2058-05-21,2058-06-03,0,0,0,
2058-06-02,2,nd,Sunday,7,153,1,22,2058-05-27,2058-06-02,1,6,June,2058-06-01,2058-06-30,2,2058,2058,2057,0,0,2058-06-02,06/2058,06/02/2058,20580602,921,58-11,58,11,2,13,2058-05-21,2058-06-03,0,0,0,
2058-06-03,3,rd,Monday,1,154,0,23,2058-06-03,2058-06-09,1,6,June,2058-06-01,2058-06-30,2,2058,2058,2057,0,0,2058-06-03,06/2058,06/03/2058,20580603,921,58-11,58,11,2,14,2058-05-21,2058-06-03,0,0,1,B
2058-06-04,4,th,Tuesday,2,155,0,23,2058-06-03,2058-06-09,1,6,June,2058-06-01,2058-06-30,2,2058,2058,2057,0,0,2058-06-04,06/2058,06/04/2058,20580604,922,58-12,58,12,1,1,2058-06-04,2058-06-17,0,0,1,A
2058-06-05,5,th,Wednesday,3,156,0,23,2058-06-03,2058-06-09,1,6,June,2058-06-01,2058-06-30,2,2058,2058,2057,0,0,2058-06-05,06/2058,06/05/2058,20580605,922,58-12,58,12,1,2,2058-06-04,2058-06-17,0,0,1,B
2058-06-06,6,th,Thursday,4,157,0,23,2058-06-03,2058-06-09,1,6,June,2058-06-01,2058-06-30,2,2058,2058,2057,0,0,2058-06-06,06/2058,06/06/2058,20580606,922,58-12,58,12,1,3,2058-06-04,2058-06-17,0,0,1,A
2058-06-07,7,th,Friday,5,158,0,23,2058-06-03,2058-06-09,1,6,June,2058-06-01,2058-06-30,2,2058,2058,2057,0,0,2058-06-07,06/2058,06/07/2058,20580607,922,58-12,58,12,1,4,2058-06-04,2058-06-17,0,0,1,B
2058-06-08,8,th,Saturday,6,159,1,23,2058-06-03,2058-06-09,2,6,June,2058-06-01,2058-06-30,2,2058,2058,2057,0,0,2058-06-08,06/2058,06/08/2058,20580608,922,58-12,58,12,1,5,2058-06-04,2058-06-17,0,0,0,
2058-06-09,9,th,Sunday,7,160,1,23,2058-06-03,2058-06-09,2,6,June,2058-06-01,2058-06-30,2,2058,2058,2057,0,0,2058-06-09,06/2058,06/09/2058,20580609,922,58-12,58,12,1,6,2058-06-04,2058-06-17,0,0,0,
2058-06-10,10,th,Monday,1,161,0,24,2058-06-10,2058-06-16,2,6,June,2058-06-01,2058-06-30,2,2058,2058,2057,0,0,2058-06-10,06/2058,06/10/2058,20580610,922,58-12,58,12,1,7,2058-06-04,2058-06-17,0,0,1,A
