date,day,suffix,dow_name,dow_num,doy,weekend,woy,fow,low,wom,month,moy_name,fom,lom,gov_quarter,year,cy,fy,leap_year,53_weeks,disp_date,disp_mm_yyyy,disp_mm_dd_yyyy,disp_date_suffix,ppid,pp,ppy,ppn,ppw,ppd,pp_start,pp_end,pay_day,school_open,school_day,school_ab_day
2054-07-01,1,st,Wednesday,3,182,0,27,2054-06-29,2054-07-05,1,7,July,2054-07-01,2054-07-31,3,2054,2054,2053,0,0,2054-07-01,07/2054,07/01/2054,20540701,819,54-13,54,13,2,14,2054-06-18,2054-07-01,0,0,1,A
2054-07-02,2,nd,Thursday,4,183,0,27,2054-06-29,2054-07-05,1,7,July,2054-07-01,2054-07-31,3,2054,2054,2053,0,0,2054-07-02,07/2054,07/02/2054,20540702,820,54-14,54,14,1,1,2054-07-02,2054-07-15,0,0,1,B
2054-07-03,3,rd,Friday,5,184,0,27,2054-06-29,2054-07-05,1,7,July,2054-07-01,2054-07-31,3,2054,2054,2053,0,0,2054-07-03,07/2054,07/03/2054,20540703,820,54-14,54,14,1,2,2054-07-02,2054-07-15,0,0,1,A
2054-07-04,4,th,Saturday,6,185,1,27,2054-06-29,2054-07-05,1,7,July,2054-07-01,2054-07-31,3,2054,2054,2053,0,0,2054-07-04,07/2054,07/04/2054,20540704,820,54-14,54,14,1,3,2054-07-02,2054-07-15,0,0,0,
2054-07-05,5,th,Sunday,7,186,1,27,2054-06-29,2054-07-05,1,7,July,2054-07-01,2054-07-31,3,2054,2054,2053,0,0,2054-07-05,07/2054,07/05/2054,20540705,820,54-14,54,14,1,4,2054-07-02,2054-07-15,0,0,0,
2054-07-06,6,th,Monday,1,187,0,28,2054-07-06,2054-07-12,1,7,July,2054-07-01,2054-07-31,3,2054,2054,2053,0,0,2054-07-06,07/2054,07/06/2054,20540706,820,54-14,54,14,1,5,2054-07-02,2054-07-15,0,0,1,B
2054-07-07,7,th,Tuesday,2,188,0,28,2054-07-06,2054-07-12,1,7,July,2054-07-01,2054-07-31,3,2054,2054,2053,0,0,2054-07-07,07/2054,07/07/2054,20540707,820,54-14,54,14,1,6,2054-07-02,2054-07-15,0,0,1,A
2054-07-08,8,th,Wednesday,3,189,0,28,2054-07-06,2054-07-12,2,7,July,2054-07-01,2054-07-31,3,2054,2054,2053,0,0,2054-07-08,07/2054,07/08/2054,20540708,820,54-14,54,14,1,7,2054-07-02,2054-07-15,0,0,1,B
2054-07-09,9,th,Thursday,4,190,0,28,2054-07-06,2054-07-12,2,7,July,2054-07-01,2054-07-31,3,2054,2054,2053,0,0,2054-07-09,07/2054,07/09/2054,20540709,820,54-14,54,14,2,8,2054-07-02,2054-07-15,0,0,1,A
2054-07-10,10,th,Friday,5,191,0,28,2054-07-06,2054-07-12,2,7,July,2054-07-01,2054-07-31,3,2054,2054,2053,0,0,2054-07-10,07/2054,07/10/2054,20540710,820,54-14,54,14,2,9,2054-07-02,2054-07-15,0,0,1,B
2054-07-11,11,th,Saturday,6,192,1,28,2054-07-06,2054-07-12,2,7,July,2054-07-01,2054-07-31,3,2054,2054,2053,0,0,2054-07-11,07/2054,07/11/2054,20540711,820,54-14,54,14,2,10,2054-07-02,2054-07-15,0,0,0,
2054-07-12,12,th,Sunday,7,193,1,28,2054-07-06,2054-07-12,2,7,July,2054-07-01,2054-07-31,3,2054,2054,2053,0,0,2054-07-12,07/2054,07/12/2054,20540712,820,54-14,54,14,2,11,2054-07-02,2054-07-15,0,0,0,
