Table_Name	    Section_Description
ABBR_TYPE_TBL	Multiple ABBRs Code table
ABBR_TYPE_TBL	Multiple ABBRs Code table
ABBR_TYPE_TBL	Multiple ABBRs Code table
ABBR_TYPE_TBL	Multiple ABBRs Code table
ABBR_TYPE_TBL	Multiple ABBRs Code table
ACCDT_INS_HAZ	GER - Accident_Ins Hazard Tbl
ACCDT_INS_HAZ	GER - Accident_Ins Hazard Tbl
ACCDT_INS_HAZ	GER - Accident_Ins Hazard Tbl
ACCDT_INS_HAZ	GER - Accident_Ins Hazard Tbl
ACCDT_INS_HAZ	GER - Accident_Ins Hazard Tbl
ACCDT_INS_HAZ	GER - Accident_Ins Hazard Tbl
ACCDT_INS_HAZ	GER - Accident_Ins Hazard Tbl
ACCDT_INS_HAZ	GER - Accident_Ins Hazard Tbl
ACCDT_INS_TBL	GER - Accident Insurance Table
ACCDT_INS_TBL	GER - Accident Insurance Table
ACCDT_INS_TBL	GER - Accident Insurance Table
ACCDT_INS_TBL	GER - Accident Insurance Table
ACCDT_INS_TBL	GER - Accident Insurance Table
ACCDT_INS_TBL	GER - Accident Insurance Table
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	Address Definition
ACCDT_INS_TBL	GER - Accident Insurance Table
ACCDT_INS_TBL	GER - Accident Insurance Table
ACCDT_INS_TBL	GER - Accident Insurance Table
ACCDT_INS_TBL	GER - Accident Insurance Table
ACCOMPLISHMENTS	Person Accomplishments
ACCOMPLISHMENTS	Person Accomplishments
ACCOMPLISHMENTS	Person Accomplishments
ACCOMPLISHMENTS	Person Accomplishments
ACCOMPLISHMENTS	EE Test Results - subrec
ACCOMPLISHMENTS	EE Test Results - subrec
ACCOMPLISHMENTS	EE Licenses/Certifications
ACCOMPLISHMENTS	EE Licenses/Certifications
ACCOMPLISHMENTS	EE Licenses/Certifications
ACCOMPLISHMENTS	EE Licenses/Certifications
ACCOMPLISHMENTS	EE Licenses/Certifications
ACCOMPLISHMENTS	EE Licenses/Certifications
ACCOMPLISHMENTS	EE Licenses/Certifications
ACCOMPLISHMENTS	EE Languages
ACCOMPLISHMENTS	EE Languages
ACCOMPLISHMENTS	EE Languages
ACCOMPLISHMENTS	EE Languages
ACCOMPLISHMENTS	EE Languages
ACCOMPLISHMENTS	EE Languages
ACCOMPLISHMENTS	EE Languages
ACCOMPLISHMENTS	EE Professional Memberships
ACCOMPLISHMENTS	EE Professional Memberships
ACCOMPLISHMENTS	EE Professional Memberships
ACCOMPLISHMENTS	EE Professional Memberships
ACCOMPLISHMENTS	EE Education
ACCOMPLISHMENTS	EE Education
ACCOMPLISHMENTS	EE Education
ACCOMPLISHMENTS	EE Education
ACCOMPLISHMENTS	EE Education
ACCOMPLISHMENTS	EE Education
ACCOMPLISHMENTS	EE Education
ACCOMPLISHMENTS	EE Education
ACCOMPLISHMENTS	EE Education
ACCOMPLISHMENTS	EE Education
ACCOMPLISHMENTS	Education - Subrecord - GER
ACCOMPLISHMENTS	Education - Subrecord - GER
ACCOMPLISHMENTS	EE Honors/Awards
ACCOMPLISHMENTS	EE Honors/Awards
ACCOMPLISHMENTS	Honor Awrard French SubRecord
ACCOMPLISHMENTS	Honor Awrard French SubRecord
ACCOMPLISHMENTS	Federal Education Info
ACCOMPLISHMENTS	Federal Education Info
ACCOMPLISHMENTS	Federal Education Info
ACCOMPLISHMENTS	Federal Education Info
ACCOMPLISHMENTS	AUS Info on Accomplishments
ACCOMPLISHMENTS	AUS Info on Accomplishments
ACCOMPLISHMENTS	AUS Info on Accomplishments
ACCOMPLISHMENTS	AUS Info on Accomplishments
ACCOMPLISHMENTS	NVQ Progress subrecord
ACCOMPLISHMENTS	NVQ Progress subrecord
ACCOMPLISHMENTS	NVQ Progress subrecord
ACCOMPLISHMENTS	NVQ Progress subrecord
ACCOMPLISHMENTS	NVQ Progress subrecord
ACCOMPLISHMENTS	NVQ Progress subrecord
ACCOMPLISHMENTS	FPS Education Subrecord
ACCOMPLISHMENTS	Education Japan  SubRecord
ACCOMPLISHMENTS	Education Japan  SubRecord
ACCOMPLISHMENTS	Education Japan  SubRecord
ACCOMPLISHMENTS	Education Japan  SubRecord
ACCOMPLISHMENTS	Education Japan  SubRecord
ACCOMP_TBL	Accomplishment Table
ACCOMP_TBL	Accomplishment Table
ACCOMP_TBL	Accomplishment Table
ACCOMP_TBL	Accomplishment Table
ACCOMP_TBL	License/Certification Codes
ACCOMP_TBL	License/Certification Codes
ACCOMP_TBL	License/Certification Codes
ACCOMP_TBL	Education Degree Table
ACCOMP_TBL	Education Degree Table
ACCOMP_TBL	Education Degree Table
ACCOMP_TBL	Supplement to ACCOMP_TBL
ACCOMP_TBL	Supplement to ACCOMP_TBL
ACCOMP_TBL	Supplement to ACCOMP_TBL
ACCOMP_TBL	Accomplishment Table
ACCOMP_TBL	FPS Degree Subrecord
ACCT_CD_TMP_VW	Account Codes
ACCT_CD_TMP_VW	Account Codes
ACCT_CD_TMP_VW	Account Codes
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACCT_CD_TMP_VW	
ACTION_TBL	ACTION Setup Table
ACTION_TBL	ACTION Setup Table
ACTION_TBL	ACTION Setup Table
ACTION_TBL	ACTION Setup Table
ACTION_TBL	ACTION Setup Table
ACTION_TBL	ACTION Setup Table
ACTION_TBL	ACTION Setup Table
ACTION_TBL	ACTION Setup Table
ACTION_TBL	ACTION Setup Table
ACTION_TBL	ACTION Setup Table
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTION_TBL_VW	Current Actions
ACTN_REASON_TBL	Action/Reason Combinations
ACTN_REASON_TBL	Action/Reason Combinations
ACTN_REASON_TBL	Action/Reason Combinations
ACTN_REASON_TBL	Action/Reason Combinations
ACTN_REASON_TBL	Action/Reason Combinations
ACTN_REASON_TBL	Action/Reason Combinations
ACTN_REASON_TBL	Action/Reason Combinations
ACTN_REASON_TBL	Action/Reason Combinations
ACTN_REASON_TBL	Action/Reason Combinations
ACTN_REASON_TBL	Action/Reason Combinations
ACTN_REASON_TBL	Action/Reason Combinations
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDL_PAY_DATA	Additional Pay Detail
ADDRESSES	Address Type
ADDRESSES	Address Type
ADDRESSES	Address Type
ADDRESSES	Address Type
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Definition
ADDRESSES	Address Type
ADDRESSES	Address Type
ADDRESSES	Address Type
ADDRESSES	Address Type
ADDRESSES	Address Type
ADDRESSES	Address Type
ADDRESSES	Address Type
APPDES_OBJ_PERM	
APPDES_OBJ_PERM	
APPDES_OBJ_PERM	
APPDES_OBJ_PERM	
APPDES_OBJ_PERM	
ASCO_TBL_AUS	Aus Std Class of Occupation Cd
ASCO_TBL_AUS	Aus Std Class of Occupation Cd
ASCO_TBL_AUS	Aus Std Class of Occupation Cd
ASCO_TBL_AUS	Aus Std Class of Occupation Cd
ASCO_TBL_AUS	Aus Std Class of Occupation Cd
ASCO_TBL_AUS	Aus Std Class of Occupation Cd
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	Federal Personal Data Info
AUDIT_GPERSDATA	GVT_PERS_DATA Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_EMPL	GVT_EMPLOYMENT Audit
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_GVT_JOB	GVT_JOB Audit record
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_HEALTHBEN	audit rec for HEALTH_BENEFIT
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	Federal Position Data Info
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_POSITION	POSITION_DATA audit
AUDIT_RTCNTLUSR	RTE_CNTL_RUSER Audit Record
AUDIT_RTCNTLUSR	RTE_CNTL_RUSER Audit Record
AUDIT_RTCNTLUSR	RTE_CNTL_RUSER Audit Record
AUDIT_RTCNTLUSR	RTE_CNTL_RUSER Audit Record
AUDIT_RTCNTLUSR	RTE_CNTL_RUSER Audit Record
AUDIT_RTCNTLUSR	RTE_CNTL_RUSER Audit Record
AUDIT_RTCNTLUSR	RTE_CNTL_RUSER Audit Record
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	VA Date Question Sub-Record
AUDIT_Z_CRPOS_D	VA Date Question Sub-Record
AUDIT_Z_CRPOS_D	VA Date Question Sub-Record
AUDIT_Z_CRPOS_D	VA Date Question Sub-Record
AUDIT_Z_CRPOS_D	
AUDIT_Z_CRPOS_D	
AUDIT_Z_CRPOS_D	
AUDIT_Z_CRPOS_D	
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_CRPOS_D	DAT subrecord
AUDIT_Z_CRPOS_D	DAT subrecord
AUDIT_Z_CRPOS_D	DAT subrecord
AUDIT_Z_CRPOS_D	DAT subrecord
AUDIT_Z_CRPOS_D	DAT subrecord
AUDIT_Z_CRPOS_D	MSS Create New Position
AUDIT_Z_MSS_DAT	MSS Initiate SF52 Stage Record
AUDIT_Z_MSS_DAT	MSS Initiate SF52 Stage Record
AUDIT_Z_MSS_DAT	MSS Initiate SF52 Stage Record
AUDIT_Z_MSS_DAT	MSS Initiate SF52 Stage Record
AUDIT_Z_MSS_DAT	MSS Initiate SF52 Stage Record
AUDIT_Z_MSS_DAT	MSS Initiate SF52 Stage Record
AUDIT_Z_MSS_DAT	MSS Initiate SF52 Stage Record
AUDIT_Z_MSS_DAT	MSS Initiate SF52 Stage Record
AUDIT_Z_MSS_DAT	MSS Initiate SF52 Stage Record
AUDIT_Z_MSS_DAT	MSS Initiate SF52 Stage Record
